ID,geneName,bioType,chromosome,start,stop,strand,baseMean,log2FoldChange,lfcSE,pvalue,padj,fullDescription
ENSG00000287750,AL353572.4,lncRNA,9,88066445,88076975,-,29.4772290903989,-2.25182207599444,0.480023319020601,4.8856651104488e-07,1.66964437211116e-06,gene_id "ENSG00000287750"; gene_version "1"; gene_name "AL353572.4"; gene_source "havana_tagene"; gene_biotype "lncRNA";
ENSG00000132031,MATN3,protein_coding,2,19992052,20012668,-,58.3409962467089,-2.2517663937718,0.355574891403783,4.96197075046631e-11,2.41500226326307e-10,gene_id "ENSG00000132031"; gene_version "13"; gene_name "MATN3"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000143412,ANXA9,protein_coding,1,150982249,150995634,+,8.24191807528291,-2.25077651337531,0.991245407147754,0.00405646931127139,0.00854645002681564,gene_id "ENSG00000143412"; gene_version "10"; gene_name "ANXA9"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000124787,RPP40,protein_coding,6,4994717,5004063,-,208.920270947367,-2.24998245714908,0.201553979421423,9.09977936965325e-30,1.19171434185569e-28,gene_id "ENSG00000124787"; gene_version "14"; gene_name "RPP40"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000214922,HLA-F-AS1,lncRNA,6,29726601,29749049,-,18.1112790921,2.24995869272409,0.594086271639408,2.89901591101867e-05,8.24313156235819e-05,gene_id "ENSG00000214922"; gene_version "9"; gene_name "HLA-F-AS1"; gene_source "havana"; gene_biotype "lncRNA";
ENSG00000155111,CDK19,protein_coding,6,110609978,110815958,-,745.591191339622,-2.24987934031122,0.135257462643933,4.41426620091781e-63,1.70232766645801e-61,gene_id "ENSG00000155111"; gene_version "15"; gene_name "CDK19"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000260018,AC040169.1,lncRNA,16,84117051,84117571,+,14.2898570091081,2.24885740529681,0.776521906617298,0.000633156220926845,0.00151239461090966,gene_id "ENSG00000260018"; gene_version "1"; gene_name "AC040169.1"; gene_source "havana"; gene_biotype "lncRNA";
ENSG00000230590,FTX,lncRNA,X,73940435,74293574,-,1686.09968938913,-2.24841308899559,0.142316981551275,4.18988090792803e-57,1.35383386230694e-55,gene_id "ENSG00000230590"; gene_version "11"; gene_name "FTX"; gene_source "havana"; gene_biotype "lncRNA";
ENSG00000205885,C1RL-AS1,lncRNA,12,7108052,7122501,+,102.320253180851,2.24815398734506,0.267651265141039,9.03364756013586e-18,6.88025109774381e-17,gene_id "ENSG00000205885"; gene_version "7"; gene_name "C1RL-AS1"; gene_source "havana"; gene_biotype "lncRNA";
ENSG00000160803,UBQLN4,protein_coding,1,156035299,156053798,-,1205.00680463724,-2.24790792003416,0.137313014695879,2.61540268752837e-61,9.72249303136525e-60,gene_id "ENSG00000160803"; gene_version "8"; gene_name "UBQLN4"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000163344,PMVK,protein_coding,1,154924740,154936719,-,295.263037709822,-2.24578891117621,0.176565365419801,9.48037340115425e-38,1.69311759002391e-36,gene_id "ENSG00000163344"; gene_version "6"; gene_name "PMVK"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000250995,AL391280.2,processed_pseudogene,X,118769796,118770857,+,10.7110780067406,-2.24448023286324,0.860648611971177,0.00173042389244434,0.00387247249076263,gene_id "ENSG00000250995"; gene_version "1"; gene_name "AL391280.2"; gene_source "havana"; gene_biotype "processed_pseudogene";
ENSG00000164929,BAALC,protein_coding,8,103140713,103230305,+,4.54041493320952,2.24397679026462,1.21656238053095,0.00967912310202253,0.0191795273298244,gene_id "ENSG00000164929"; gene_version "17"; gene_name "BAALC"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000182612,TSPAN10,protein_coding,17,81637171,81648749,+,32.7818033459991,-2.2438345852338,0.504603396854999,1.6003723447203e-06,5.20658860078619e-06,gene_id "ENSG00000182612"; gene_version "10"; gene_name "TSPAN10"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000105479,CCDC114,protein_coding,19,48296457,48321894,-,15.9564091229489,-2.24371803236965,0.67231012967838,0.00015409241271805,0.00039954189924937,gene_id "ENSG00000105479"; gene_version "15"; gene_name "CCDC114"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000275131,AC241952.1,transcribed_unprocessed_pseudogene,1,120489860,120701289,-,71.6394304138345,2.24200915144905,0.320462784052675,6.32636782704094e-13,3.55550866715474e-12,gene_id "ENSG00000275131"; gene_version "3"; gene_name "AC241952.1"; gene_source "havana"; gene_biotype "transcribed_unprocessed_pseudogene";
ENSG00000171680,PLEKHG5,protein_coding,1,6466092,6520061,-,654.319576745759,2.23810111271117,0.179499881965515,2.4328105960878e-36,4.16599053483136e-35,gene_id "ENSG00000171680"; gene_version "22"; gene_name "PLEKHG5"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000272235,AL590438.1,lncRNA,1,3306636,3310096,-,2.57421626852683,-2.23713090178746,2.76314454000923,0.0157679949874494,0.0299655077818379,gene_id "ENSG00000272235"; gene_version "1"; gene_name "AL590438.1"; gene_source "havana"; gene_biotype "lncRNA";
ENSG00000163596,ICA1L,protein_coding,2,202773150,202871985,-,143.444975413933,-2.23679226680073,0.231573556025349,8.12630053570748e-23,7.94768947651028e-22,gene_id "ENSG00000163596"; gene_version "16"; gene_name "ICA1L"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000105467,SYNGR4,protein_coding,19,48364367,48376377,+,2.02887574080529,-2.23643542251496,3.14798917782836,0.0142864441872684,0.0274100558846454,gene_id "ENSG00000105467"; gene_version "9"; gene_name "SYNGR4"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000167103,PIP5KL1,protein_coding,9,127920881,127930785,-,56.165901905154,-2.23640709716636,0.365437361481183,2.02510218654823e-10,9.39541247229348e-10,gene_id "ENSG00000167103"; gene_version "12"; gene_name "PIP5KL1"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000115596,WNT6,protein_coding,2,218859805,218874233,+,6.15941131697671,-2.2358796091544,1.24300531754326,0.0129556452526752,0.0250627274435316,gene_id "ENSG00000115596"; gene_version "4"; gene_name "WNT6"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000225062,CATIP-AS1,lncRNA,2,218366665,218367835,-,6.70989783452783,-2.23574079189379,1.09162769790255,0.00673546591024964,0.013709667438499,gene_id "ENSG00000225062"; gene_version "1"; gene_name "CATIP-AS1"; gene_source "havana"; gene_biotype "lncRNA";
ENSG00000186469,GNG2,protein_coding,14,51826195,51979342,+,125.900498917984,2.23562064847699,0.285755305494552,9.01695448470771e-16,6.12940984562375e-15,gene_id "ENSG00000186469"; gene_version "8"; gene_name "GNG2"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000279058,AGAP14P,unprocessed_pseudogene,10,46337224,46358714,+,8.16828555133174,2.23551620131842,0.937447320416806,0.00276871419740314,0.00599193307964324,gene_id "ENSG00000279058"; gene_version "2"; gene_name "AGAP14P"; gene_source "ensembl_havana"; gene_biotype "unprocessed_pseudogene";
ENSG00000082684,SEMA5B,protein_coding,3,122909082,123028605,-,6.04011153652891,-2.23491174452916,1.12026404933337,0.0075914274813233,0.0153074209806619,gene_id "ENSG00000082684"; gene_version "16"; gene_name "SEMA5B"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000273295,AP000350.6,lncRNA,22,23901432,23907068,-,31.1160224524798,2.23376394741765,0.440802891180424,8.16464640358491e-08,3.00731353865233e-07,gene_id "ENSG00000273295"; gene_version "1"; gene_name "AP000350.6"; gene_source "havana"; gene_biotype "lncRNA";
ENSG00000106052,TAX1BP1,protein_coding,7,27739331,27844564,+,2052.75155312387,-2.23367104836867,0.103589246826884,4.15319437897448e-104,3.97182705992491e-102,gene_id "ENSG00000106052"; gene_version "13"; gene_name "TAX1BP1"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000169918,OTUD7A,protein_coding,15,31475398,31870789,-,8.93144454302069,2.23353947112616,0.80246062285543,0.000952366486612321,0.00221661196888954,gene_id "ENSG00000169918"; gene_version "9"; gene_name "OTUD7A"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000006756,ARSD,protein_coding,X,2903972,2929349,-,139.416407491588,-2.23346218870246,0.233106207475529,1.77011433776782e-22,1.69966808699754e-21,gene_id "ENSG00000006756"; gene_version "16"; gene_name "ARSD"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000256235,SMIM3,protein_coding,5,150777946,150796734,+,1105.39820509435,-2.23334546185047,0.113593138468568,4.71840089723715e-87,3.2249658236246e-85,gene_id "ENSG00000256235"; gene_version "2"; gene_name "SMIM3"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000116741,RGS2,protein_coding,1,192809039,192812275,+,295.790227079619,-2.23327441814377,0.269663467600667,1.67154826775738e-17,1.25297440791409e-16,gene_id "ENSG00000116741"; gene_version "8"; gene_name "RGS2"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000258088,AC078820.1,lncRNA,12,75694010,75698816,-,8.17208136542477,-2.23208588870133,0.983518040662797,0.00398651684147801,0.00841101502796317,gene_id "ENSG00000258088"; gene_version "1"; gene_name "AC078820.1"; gene_source "havana"; gene_biotype "lncRNA";
ENSG00000218027,AL512329.1,processed_pseudogene,6,1513698,1515289,-,2.76721537215159,2.23197908584673,1.79504238716222,0.0193629738804384,0.0361457419537472,gene_id "ENSG00000218027"; gene_version "2"; gene_name "AL512329.1"; gene_source "havana"; gene_biotype "processed_pseudogene";
ENSG00000147526,TACC1,protein_coding,8,38728186,38853028,+,1646.14218455071,2.23186585799928,0.113118398179244,2.79811635078267e-87,1.91800362692233e-85,gene_id "ENSG00000147526"; gene_version "20"; gene_name "TACC1"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000146090,RASGEF1C,protein_coding,5,180100795,180209211,-,4.93801313373007,2.2317785117883,1.12569644629298,0.00732974876740294,0.0148264095110017,gene_id "ENSG00000146090"; gene_version "16"; gene_name "RASGEF1C"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000095203,EPB41L4B,protein_coding,9,109171975,109320964,-,950.72195179014,-2.23173137697039,0.128667053167495,3.3614029524265e-68,1.4790796627588e-66,gene_id "ENSG00000095203"; gene_version "14"; gene_name "EPB41L4B"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000170677,SOCS6,protein_coding,18,70289045,70330199,+,1186.4740096998,-2.23151701903344,0.149542266916845,3.09845546539854e-51,8.45639450780866e-50,gene_id "ENSG00000170677"; gene_version "6"; gene_name "SOCS6"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000198042,MAK16,protein_coding,8,33485182,33501262,+,799.433124490302,2.23131171263044,0.128208920596457,1.67141168569692e-68,7.45129153189356e-67,gene_id "ENSG00000198042"; gene_version "11"; gene_name "MAK16"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000198799,LRIG2,protein_coding,1,113073198,113132260,+,660.065365863687,2.23103341422926,0.140264208343892,1.21488319196824e-57,3.9963085525535e-56,gene_id "ENSG00000198799"; gene_version "12"; gene_name "LRIG2"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000170175,CHRNB1,protein_coding,17,7445061,7457710,+,155.401622419944,-2.22962350911195,0.223909356719571,5.20206041288606e-24,5.39472089254126e-23,gene_id "ENSG00000170175"; gene_version "11"; gene_name "CHRNB1"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000171084,FAM86JP,transcribed_unprocessed_pseudogene,3,125916620,125930024,+,96.3148608021673,2.22952641320652,0.265283537491579,1.07811122622829e-17,8.15616075038477e-17,gene_id "ENSG00000171084"; gene_version "15"; gene_name "FAM86JP"; gene_source "havana"; gene_biotype "transcribed_unprocessed_pseudogene";
ENSG00000287868,AL355377.4,lncRNA,9,35023840,35025402,-,5.07990474688761,-2.22928176186858,1.70617306757999,0.0238292041718466,0.0436448556138455,gene_id "ENSG00000287868"; gene_version "1"; gene_name "AL355377.4"; gene_source "havana_tagene"; gene_biotype "lncRNA";
ENSG00000156206,CFAP161,protein_coding,15,81007033,81149179,+,4.35390220520498,-2.22798151020892,1.59912524635993,0.0262974742015686,0.0477453261608055,gene_id "ENSG00000156206"; gene_version "14"; gene_name "CFAP161"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000273542,HIST1H4K,protein_coding,6,27831216,27831527,-,2.10160555132447,2.22772918792806,2.97298663366898,0.0217632528916627,0.0402086989819711,gene_id "ENSG00000273542"; gene_version "1"; gene_name "HIST1H4K"; gene_source "havana"; gene_biotype "protein_coding";
ENSG00000103222,ABCC1,protein_coding,16,15949577,16143074,+,3386.83784626222,-2.22723292753503,0.112591336873974,7.95793377754746e-88,5.60054348374164e-86,gene_id "ENSG00000103222"; gene_version "19"; gene_name "ABCC1"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000180287,PLD5,protein_coding,1,242082986,242524696,-,4.25724741557796,2.2271674709415,1.4169034371073,0.0180940325762789,0.0339667698758594,gene_id "ENSG00000180287"; gene_version "16"; gene_name "PLD5"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000267375,AC008649.2,lncRNA,19,38683873,38693606,-,1.84825765919884,2.22559205444116,2.98291794574633,0.022123629759525,0.0407823820151295,gene_id "ENSG00000267375"; gene_version "1"; gene_name "AC008649.2"; gene_source "havana"; gene_biotype "lncRNA";
ENSG00000186472,PCLO,protein_coding,7,82754012,83162930,-,78.9654891165506,2.22537918538755,0.28240810468162,9.52992209603109e-16,6.46143974704315e-15,gene_id "ENSG00000186472"; gene_version "20"; gene_name "PCLO"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000167011,NAT16,protein_coding,7,101170496,101180293,-,8.0870033308618,2.225295926714,0.916629809899514,0.00261060425597345,0.00567045527419381,gene_id "ENSG00000167011"; gene_version "9"; gene_name "NAT16"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000183569,SERHL2,protein_coding,22,42553617,42574382,+,4.80576379893935,-2.22529051432324,1.33108584000965,0.0143580520139814,0.0275331435652972,gene_id "ENSG00000183569"; gene_version "18"; gene_name "SERHL2"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000155850,SLC26A2,protein_coding,5,149960737,149993455,+,3339.65318795124,-2.22523210382863,0.118117473792875,5.04422996586489e-80,2.9833915735765e-78,gene_id "ENSG00000155850"; gene_version "7"; gene_name "SLC26A2"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000164985,PSIP1,protein_coding,9,15464066,15510995,-,1897.62591371026,2.22489039354964,0.191429649260309,6.61230032933105e-32,9.48149497646582e-31,gene_id "ENSG00000164985"; gene_version "15"; gene_name "PSIP1"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000205853,RFPL3S,lncRNA,22,32359886,32382106,-,8.43252876888994,2.22463780353411,0.934785740300903,0.00325357109952498,0.00696246014323143,gene_id "ENSG00000205853"; gene_version "11"; gene_name "RFPL3S"; gene_source "ensembl_havana"; gene_biotype "lncRNA";
ENSG00000185043,CIB1,protein_coding,15,90229975,90234047,-,1931.56433298256,-2.22348429697378,0.121327322677316,9.07872730306352e-76,4.82780662436676e-74,gene_id "ENSG00000185043"; gene_version "12"; gene_name "CIB1"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000197746,PSAP,protein_coding,10,71816298,71851325,-,31865.4883553947,-2.22277463544793,0.0964546441736895,3.55056475192222e-118,4.50314140221066e-116,gene_id "ENSG00000197746"; gene_version "14"; gene_name "PSAP"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000147592,LACTB2,protein_coding,8,70635318,70669185,-,257.580788712119,-2.22257482518151,0.193221866313346,2.44058016006345e-31,3.41695629611717e-30,gene_id "ENSG00000147592"; gene_version "9"; gene_name "LACTB2"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000148634,HERC4,protein_coding,10,67921899,68075348,-,1951.15199094253,-2.22212395117949,0.128574907071292,8.08811352014188e-68,3.50047059045994e-66,gene_id "ENSG00000148634"; gene_version "15"; gene_name "HERC4"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000198331,HYLS1,protein_coding,11,125883614,125900648,+,862.135993615545,-2.22206787032553,0.116402166640887,5.01980311815494e-82,3.07634807631216e-80,gene_id "ENSG00000198331"; gene_version "10"; gene_name "HYLS1"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000159314,ARHGAP27,protein_coding,17,45393902,45434421,-,578.739550947348,-2.22153186297541,0.166511965331023,2.28178477049928e-41,4.55147934414899e-40,gene_id "ENSG00000159314"; gene_version "11"; gene_name "ARHGAP27"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000125347,IRF1,protein_coding,5,132481609,132490777,-,582.389917384225,-2.22101834759002,0.164754408594072,3.853326538877e-42,7.91249744783946e-41,gene_id "ENSG00000125347"; gene_version "14"; gene_name "IRF1"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000272226,AL136985.2,lncRNA,1,58812808,58813342,-,4.40802854847673,2.22016662592438,1.18608120812894,0.00883866084047633,0.0176290067406927,gene_id "ENSG00000272226"; gene_version "1"; gene_name "AL136985.2"; gene_source "havana"; gene_biotype "lncRNA";
ENSG00000182901,RGS7,protein_coding,1,240775515,241357230,-,4.8868384201328,2.21979622072067,1.13943434463432,0.00806063014778891,0.0161819845281115,gene_id "ENSG00000182901"; gene_version "16"; gene_name "RGS7"; gene_source "havana"; gene_biotype "protein_coding";
ENSG00000155858,LSM11,protein_coding,5,157743712,157760709,+,309.24641212842,2.21979561182881,0.177205409611933,1.18371726431174e-36,2.04771862565146e-35,gene_id "ENSG00000155858"; gene_version "6"; gene_name "LSM11"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000213214,ARHGEF35,protein_coding,7,144186083,144195655,-,66.5015991627307,-2.21960725294679,0.364630219078701,2.20889868668976e-10,1.02141645841726e-09,gene_id "ENSG00000213214"; gene_version "4"; gene_name "ARHGEF35"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000142669,SH3BGRL3,protein_coding,1,26280086,26281522,+,5631.88031687633,-2.21960565358815,0.12759075214856,1.69567561330378e-68,7.54527927218119e-67,gene_id "ENSG00000142669"; gene_version "15"; gene_name "SH3BGRL3"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000091137,SLC26A4,protein_coding,7,107660828,107717809,+,6.23021177063306,2.21934559463011,0.969004872800826,0.00356714253452193,0.00759170131831089,gene_id "ENSG00000091137"; gene_version "14"; gene_name "SLC26A4"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000273007,AC021205.3,lncRNA,4,122879778,122885805,-,14.0008438114398,-2.21923804097555,0.740481868759654,0.000474773842906712,0.00115300135492715,gene_id "ENSG00000273007"; gene_version "2"; gene_name "AC021205.3"; gene_source "havana"; gene_biotype "lncRNA";
ENSG00000143862,ARL8A,protein_coding,1,202133404,202144743,-,401.528751477469,-2.21913723364122,0.159586051636633,1.07212799001355e-44,2.36977255723685e-43,gene_id "ENSG00000143862"; gene_version "8"; gene_name "ARL8A"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000188825,LINC00910,lncRNA,17,43338741,43389199,-,119.174329543206,-2.21897652153229,0.260265942020436,3.14645863678716e-18,2.4652976375514e-17,gene_id "ENSG00000188825"; gene_version "14"; gene_name "LINC00910"; gene_source "havana"; gene_biotype "lncRNA";
ENSG00000130827,PLXNA3,protein_coding,X,154458281,154477779,+,1573.45015460088,-2.21843163476966,0.134611630912955,7.81018559269274e-62,2.92167463252198e-60,gene_id "ENSG00000130827"; gene_version "6"; gene_name "PLXNA3"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000158555,GDPD5,protein_coding,11,75434640,75525941,-,147.311767616393,2.21826564834402,0.217376118338216,3.61427505862283e-25,3.94113846277506e-24,gene_id "ENSG00000158555"; gene_version "15"; gene_name "GDPD5"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000240445,FOXO3B,protein_coding,17,18667629,18682262,-,117.462253118678,2.21815197617453,0.270185578714809,4.51202312891847e-17,3.32128033980631e-16,gene_id "ENSG00000240445"; gene_version "4"; gene_name "FOXO3B"; gene_source "havana"; gene_biotype "protein_coding";
ENSG00000243155,AL162431.1,lncRNA,1,180944042,180976482,-,16.2946644750592,2.21733432878143,0.625444447718973,7.36150826322455e-05,0.000198914250604659,gene_id "ENSG00000243155"; gene_version "1"; gene_name "AL162431.1"; gene_source "havana"; gene_biotype "lncRNA";
ENSG00000164089,ETNPPL,protein_coding,4,108742048,108763054,-,2.64878302352108,2.21658815433027,1.91661031558278,0.0214789700062737,0.0397267980690006,gene_id "ENSG00000164089"; gene_version "9"; gene_name "ETNPPL"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000133030,MPRIP,protein_coding,17,17042545,17217679,+,4128.97625539814,2.21657463501892,0.106643761406708,1.22098214484365e-96,1.03421548318775e-94,gene_id "ENSG00000133030"; gene_version "21"; gene_name "MPRIP"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000189042,ZNF567,protein_coding,19,36687612,36727701,+,271.155748174326,-2.21570987642159,0.25245105508823,2.09917560661135e-19,1.74443405262794e-18,gene_id "ENSG00000189042"; gene_version "13"; gene_name "ZNF567"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000135069,PSAT1,protein_coding,9,78297125,78330093,+,2216.34133711096,2.21491104468037,0.115129795461065,3.68330004130713e-83,2.29283010707824e-81,gene_id "ENSG00000135069"; gene_version "14"; gene_name "PSAT1"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000232586,KIAA1614-AS1,lncRNA,1,180949699,180954887,-,20.7158689747046,2.21484726966816,0.679147281062715,0.000181930111891463,0.000467428931180784,gene_id "ENSG00000232586"; gene_version "1"; gene_name "KIAA1614-AS1"; gene_source "havana"; gene_biotype "lncRNA";
ENSG00000267091,CTBP2P7,processed_pseudogene,19,36496916,36498159,-,2.74261834380099,-2.21468742325115,2.68698402498607,0.0164190251577721,0.0310732540430003,gene_id "ENSG00000267091"; gene_version "1"; gene_name "CTBP2P7"; gene_source "havana"; gene_biotype "processed_pseudogene";
ENSG00000000003,TSPAN6,protein_coding,X,100627108,100639991,-,399.122507287704,2.21360286088318,0.155511669200678,1.27290584174496e-46,2.986103644774e-45,gene_id "ENSG00000000003"; gene_version "15"; gene_name "TSPAN6"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000213493,ACTN4P1,processed_pseudogene,4,116598161,116599611,+,3.7542082578819,-2.21321140643654,1.7251461338454,0.0264439625065186,0.0479745627451312,gene_id "ENSG00000213493"; gene_version "3"; gene_name "ACTN4P1"; gene_source "havana"; gene_biotype "processed_pseudogene";
ENSG00000165917,RAPSN,protein_coding,11,47437764,47449143,-,14.7039693969314,-2.21252796627729,0.704682134187729,0.000323766362058105,0.000803386357912959,gene_id "ENSG00000165917"; gene_version "10"; gene_name "RAPSN"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000105464,GRIN2D,protein_coding,19,48394875,48444931,+,205.785534866595,-2.21228130734171,0.215382453702546,1.75629368382015e-25,1.93829768725744e-24,gene_id "ENSG00000105464"; gene_version "3"; gene_name "GRIN2D"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000285373,LINC02478,lncRNA,2,160257718,160271880,-,6.51611203901796,-2.21202631057087,1.18242052668882,0.00969487103572746,0.0192075228764805,gene_id "ENSG00000285373"; gene_version "2"; gene_name "LINC02478"; gene_source "havana"; gene_biotype "lncRNA";
ENSG00000179869,ABCA13,protein_coding,7,48171458,48647497,+,10.7130842342199,-2.21185092980072,0.884723132941399,0.00249066734614392,0.00542983338987916,gene_id "ENSG00000179869"; gene_version "15"; gene_name "ABCA13"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000114019,AMOTL2,protein_coding,3,134355874,134375479,-,1453.80173399121,2.21174416708231,0.135922135157661,3.83996604485528e-60,1.38618682931252e-58,gene_id "ENSG00000114019"; gene_version "14"; gene_name "AMOTL2"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000118160,SLC8A2,protein_coding,19,47428017,47471893,-,4.52839209183273,2.21166418391277,1.34552812637462,0.0157056994264753,0.0298710563991753,gene_id "ENSG00000118160"; gene_version "14"; gene_name "SLC8A2"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000256229,ZNF486,protein_coding,19,20167214,20200488,+,100.606261401172,-2.21102496658473,0.294978843530809,9.56110642428149e-15,6.09080744197379e-14,gene_id "ENSG00000256229"; gene_version "8"; gene_name "ZNF486"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000188687,SLC4A5,protein_coding,2,74216242,74343414,-,4.17495987439823,2.2104485816054,1.29022540461749,0.0124608735557737,0.0241706500468051,gene_id "ENSG00000188687"; gene_version "17"; gene_name "SLC4A5"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000183793,NPIPA5,protein_coding,16,15363628,15381047,-,39.1408854304126,2.20967060654453,0.452937602373934,1.87633095616639e-07,6.66780660584332e-07,gene_id "ENSG00000183793"; gene_version "14"; gene_name "NPIPA5"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000167483,NIBAN3,protein_coding,19,17523301,17553839,+,9.55542717380813,-2.20935639188938,1.03706068356043,0.00494272066763959,0.0102713139467632,gene_id "ENSG00000167483"; gene_version "18"; gene_name "NIBAN3"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000107521,HPS1,protein_coding,10,98416198,98446947,-,895.203994431973,-2.20851720131874,0.144921703264184,3.08672017956688e-53,8.88443476927034e-52,gene_id "ENSG00000107521"; gene_version "19"; gene_name "HPS1"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000250286,AC021491.2,lncRNA,17,50525520,50538761,-,12.7106414579033,-2.20788076591311,0.821451405881092,0.00129737592434953,0.00295835638859703,gene_id "ENSG00000250286"; gene_version "2"; gene_name "AC021491.2"; gene_source "havana"; gene_biotype "lncRNA";
ENSG00000255458,AC108471.2,lncRNA,4,39639107,39666879,+,12.917203270502,-2.20732746789647,0.749848240124681,0.000628624500633178,0.0015021750409589,gene_id "ENSG00000255458"; gene_version "7"; gene_name "AC108471.2"; gene_source "havana"; gene_biotype "lncRNA";
ENSG00000187688,TRPV2,protein_coding,17,16415571,16437003,+,328.650309035655,-2.20732243779583,0.175275039730606,4.53795120839773e-37,7.94292168336302e-36,gene_id "ENSG00000187688"; gene_version "15"; gene_name "TRPV2"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000163171,CDC42EP3,protein_coding,2,37641882,37738468,-,1779.87860854412,2.20701056501969,0.0976655006774509,1.14288765112593e-113,1.33526435575141e-111,gene_id "ENSG00000163171"; gene_version "7"; gene_name "CDC42EP3"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
ENSG00000009307,CSDE1,protein_coding,1,114716913,114758676,-,11333.5105466157,2.20692989044666,0.0905098014192695,5.76653531410968e-132,8.60156717262511e-130,gene_id "ENSG00000009307"; gene_version "16"; gene_name "CSDE1"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
